case_id,customer_id,customer_name,amount,payment_status,failure_reason,retry_count,previous_success_rate,days_overdue,checkout_abandoned,expected_action
CASE_02270,CUST_02270,Christy Jacobs,1499,FAILED,NETWORK_ERROR,1,0.81,5,False,RETRY_PAYMENT
CASE_02271,CUST_02271,Phillip Taylor,9999,FAILED,NETWORK_ERROR,3,0.67,5,False,STOP
CASE_02272,CUST_02272,Brandon Garrett,7999,FAILED,BANK_ERROR,2,0.31,20,False,SEND_PAYMENT_LINK
CASE_02273,CUST_02273,Denise Costa,999,FAILED,BANK_ERROR,3,0.31,10,False,STOP
CASE_02274,CUST_02274,Kevin James,7999,FAILED,TIMEOUT,2,0.62,30,False,ESCALATE_HUMAN
CASE_02275,CUST_02275,Lindsay Anderson,2499,ABANDONED,NONE,2,0.86,45,True,ESCALATE_HUMAN
CASE_02276,CUST_02276,David Mayo,100000,ABANDONED,NONE,1,0.26,15,True,ESCALATE_HUMAN
CASE_02277,CUST_02277,Patricia Martinez,4999,FAILED,NETWORK_ERROR,2,0.29,30,False,ESCALATE_HUMAN
CASE_02278,CUST_02278,Bruce Clark,9999,FAILED,NETWORK_ERROR,2,0.38,0,False,SEND_PAYMENT_LINK
CASE_02279,CUST_02279,Linda Singleton,999,FAILED,BANK_ERROR,3,0.87,20,False,STOP
CASE_02280,CUST_02280,Elizabeth Gonzalez DDS,9999,FAILED,TIMEOUT,2,0.87,10,False,RETRY_PAYMENT
CASE_02281,CUST_02281,Diane Ross,4999,FAILED,NETWORK_ERROR,2,0.99,0,False,RETRY_PAYMENT
CASE_02282,CUST_02282,Jennifer Bailey,499,FAILED,NETWORK_ERROR,1,0.67,5,False,RETRY_PAYMENT
CASE_02283,CUST_02283,Eileen Castaneda,75000,FAILED,TIMEOUT,3,0.65,20,False,STOP
CASE_02284,CUST_02284,Timothy Buck,50000,ABANDONED,NONE,0,0.68,0,True,SEND_PAYMENT_LINK
CASE_02285,CUST_02285,Anthony Velez,50000,FAILED,TIMEOUT,1,0.49,20,False,SEND_PAYMENT_LINK
CASE_02286,CUST_02286,Collin Ryan,9999,FAILED,INSUFFICIENT_FUNDS,3,0.88,45,False,STOP
CASE_02287,CUST_02287,Danielle Melendez,499,ABANDONED,NONE,3,0.74,0,True,STOP
CASE_02288,CUST_02288,Penny Lopez,2499,FAILED,TIMEOUT,2,0.28,20,False,SEND_PAYMENT_LINK
CASE_02289,CUST_02289,Brandi Ramos,499,ABANDONED,NONE,2,0.49,15,True,SEND_PAYMENT_LINK
CASE_02290,CUST_02290,Luis Webb,7999,FAILED,INSUFFICIENT_FUNDS,3,0.83,15,False,STOP
CASE_02291,CUST_02291,Jennifer Johnson,15000,FAILED,BANK_ERROR,1,0.65,45,False,ESCALATE_HUMAN
CASE_02292,CUST_02292,Christian Gray,75000,FAILED,NETWORK_ERROR,2,0.82,0,False,ESCALATE_HUMAN
CASE_02293,CUST_02293,Theresa Brown,15000,FAILED,INSUFFICIENT_FUNDS,2,0.69,5,False,SEND_PAYMENT_LINK
CASE_02294,CUST_02294,Brittany Miller,7999,FAILED,TIMEOUT,0,0.71,15,False,SEND_PAYMENT_LINK
CASE_02295,CUST_02295,Michael Wells,75000,FAILED,NETWORK_ERROR,1,0.41,30,False,ESCALATE_HUMAN
CASE_02296,CUST_02296,Jeffery Gonzalez,7999,FAILED,NETWORK_ERROR,2,0.8,0,False,RETRY_PAYMENT
CASE_02297,CUST_02297,Tracy Riddle,7999,FAILED,TIMEOUT,1,0.67,45,False,ESCALATE_HUMAN
CASE_02298,CUST_02298,Jill Hart,100000,FAILED,CARD_DECLINED,1,0.52,0,False,ESCALATE_HUMAN
CASE_02299,CUST_02299,Shawn David,2499,FAILED,TIMEOUT,3,0.88,0,False,STOP
CASE_02300,CUST_02300,Mary Pearson,100000,FAILED,CARD_DECLINED,2,0.52,20,False,ESCALATE_HUMAN
CASE_02301,CUST_02301,Phyllis Adams,999,FAILED,CARD_DECLINED,0,0.46,5,False,SEND_PAYMENT_LINK
CASE_02302,CUST_02302,Mary Harrison,15000,FAILED,BANK_ERROR,1,0.73,10,False,RETRY_PAYMENT
CASE_02303,CUST_02303,Nicholas Barber,2499,FAILED,BANK_ERROR,1,0.55,5,False,RETRY_PAYMENT
CASE_02304,CUST_02304,James Weaver,4999,FAILED,TIMEOUT,3,0.87,20,False,STOP
CASE_02305,CUST_02305,Adrian Little,25000,FAILED,NETWORK_ERROR,1,0.88,20,False,RETRY_PAYMENT
CASE_02306,CUST_02306,Julie Patterson,75000,ABANDONED,NONE,2,0.77,15,True,ESCALATE_HUMAN
CASE_02307,CUST_02307,Valerie Yang,4999,ABANDONED,NONE,2,0.49,5,True,SEND_PAYMENT_LINK
CASE_02308,CUST_02308,Sean Mcdonald,7999,FAILED,TIMEOUT,1,0.46,5,False,SEND_PAYMENT_LINK
CASE_02309,CUST_02309,Dalton Pena,25000,FAILED,TIMEOUT,3,0.63,0,False,STOP
CASE_02310,CUST_02310,Jason Austin,50000,FAILED,INSUFFICIENT_FUNDS,1,0.57,0,False,SEND_PAYMENT_LINK
CASE_02311,CUST_02311,Debbie Collins,15000,ABANDONED,NONE,3,0.25,0,True,STOP
CASE_02312,CUST_02312,Erica Morales,499,ABANDONED,NONE,0,0.92,30,True,ESCALATE_HUMAN
CASE_02313,CUST_02313,Richard Luna,100000,FAILED,TIMEOUT,2,0.25,10,False,ESCALATE_HUMAN
CASE_02314,CUST_02314,Elizabeth Bowers,50000,FAILED,TIMEOUT,3,0.54,0,False,STOP
CASE_02315,CUST_02315,Timothy Johnson,9999,FAILED,NETWORK_ERROR,2,0.63,10,False,RETRY_PAYMENT
CASE_02316,CUST_02316,Benjamin Foster,50000,ABANDONED,NONE,1,0.81,15,True,SEND_PAYMENT_LINK
CASE_02317,CUST_02317,Suzanne Sanchez,499,FAILED,INSUFFICIENT_FUNDS,0,0.82,0,False,SEND_PAYMENT_LINK
CASE_02318,CUST_02318,Benjamin Brown,50000,FAILED,CARD_DECLINED,3,0.78,5,False,STOP
CASE_02319,CUST_02319,Louis Williams,2499,FAILED,BANK_ERROR,0,0.72,30,False,ESCALATE_HUMAN
CASE_02320,CUST_02320,Brian Brooks,100000,FAILED,INSUFFICIENT_FUNDS,0,0.28,20,False,ESCALATE_HUMAN
CASE_02321,CUST_02321,Judy Diaz,50000,ABANDONED,NONE,3,0.51,30,True,STOP
CASE_02322,CUST_02322,Cory Phillips,1499,FAILED,BANK_ERROR,0,0.45,0,False,SEND_PAYMENT_LINK
CASE_02323,CUST_02323,Steven Sampson,100000,ABANDONED,NONE,2,0.6,0,True,ESCALATE_HUMAN
CASE_02324,CUST_02324,Jennifer Flynn,4999,ABANDONED,NONE,1,0.38,0,True,SEND_PAYMENT_LINK
CASE_02325,CUST_02325,Jacob Garcia,7999,ABANDONED,NONE,0,0.62,0,True,SEND_PAYMENT_LINK
CASE_02326,CUST_02326,Jessica Quinn,50000,FAILED,CARD_DECLINED,0,0.75,0,False,ESCALATE_HUMAN
CASE_02327,CUST_02327,Andrew Davis,25000,FAILED,TIMEOUT,2,0.51,0,False,SEND_PAYMENT_LINK
CASE_02328,CUST_02328,Thomas Johnson,50000,FAILED,TIMEOUT,1,0.35,30,False,ESCALATE_HUMAN
CASE_02329,CUST_02329,Joy Day,1499,FAILED,INSUFFICIENT_FUNDS,0,0.9,0,False,SEND_PAYMENT_LINK
CASE_02330,CUST_02330,Jennifer Murray,50000,FAILED,CARD_DECLINED,1,0.91,0,False,SEND_PAYMENT_LINK
CASE_02331,CUST_02331,William Williams,15000,FAILED,CARD_DECLINED,0,0.95,0,False,SEND_PAYMENT_LINK
CASE_02332,CUST_02332,Earl Harris,4999,FAILED,TIMEOUT,2,0.75,45,False,ESCALATE_HUMAN
CASE_02333,CUST_02333,Mary Scott,1499,FAILED,NETWORK_ERROR,1,0.68,15,False,SEND_PAYMENT_LINK
CASE_02334,CUST_02334,William Malone,75000,ABANDONED,NONE,3,0.96,45,True,STOP
CASE_02335,CUST_02335,Michelle Flores,999,FAILED,BANK_ERROR,2,0.31,30,False,ESCALATE_HUMAN
CASE_02336,CUST_02336,Amanda Moreno,2499,ABANDONED,NONE,0,0.49,30,True,ESCALATE_HUMAN
CASE_02337,CUST_02337,Brian Smith,75000,FAILED,CARD_DECLINED,0,0.73,15,False,ESCALATE_HUMAN
CASE_02338,CUST_02338,Mary Thomas,25000,ABANDONED,NONE,1,0.43,0,True,SEND_PAYMENT_LINK
CASE_02339,CUST_02339,Brett Stein,15000,FAILED,INSUFFICIENT_FUNDS,3,0.52,20,False,STOP
CASE_02340,CUST_02340,Kimberly Murillo,999,ABANDONED,NONE,0,0.59,15,True,SEND_PAYMENT_LINK
CASE_02341,CUST_02341,John Owens,25000,ABANDONED,NONE,3,0.44,10,True,STOP
CASE_02342,CUST_02342,Melissa Thompson,75000,FAILED,CARD_DECLINED,0,0.35,0,False,ESCALATE_HUMAN
CASE_02343,CUST_02343,John Silva,4999,FAILED,INSUFFICIENT_FUNDS,0,0.63,0,False,SEND_PAYMENT_LINK
CASE_02344,CUST_02344,Brent Rush,4999,ABANDONED,NONE,1,0.48,45,True,ESCALATE_HUMAN
CASE_02345,CUST_02345,Adam Robinson,499,ABANDONED,NONE,1,0.61,0,True,SEND_PAYMENT_LINK
CASE_02346,CUST_02346,John Kidd,2499,FAILED,NETWORK_ERROR,1,0.91,15,False,RETRY_PAYMENT
CASE_02347,CUST_02347,Christina Rodriguez,999,FAILED,NETWORK_ERROR,1,0.66,0,False,RETRY_PAYMENT
CASE_02348,CUST_02348,Haley Carr,9999,FAILED,TIMEOUT,2,0.2,5,False,SEND_PAYMENT_LINK
CASE_02349,CUST_02349,Anthony Osborne,75000,FAILED,BANK_ERROR,3,0.86,15,False,STOP
CASE_02350,CUST_02350,James Ross,9999,FAILED,BANK_ERROR,1,0.68,10,False,SEND_PAYMENT_LINK
CASE_02351,CUST_02351,Carol Peters,9999,FAILED,BANK_ERROR,2,0.53,0,False,RETRY_PAYMENT
CASE_02352,CUST_02352,Danielle Wolf,9999,ABANDONED,NONE,2,0.87,5,True,SEND_PAYMENT_LINK
CASE_02353,CUST_02353,Martha Shepherd,15000,FAILED,CARD_DECLINED,0,0.7,20,False,SEND_PAYMENT_LINK
CASE_02354,CUST_02354,Nicholas Mitchell,499,ABANDONED,NONE,1,0.73,5,True,SEND_PAYMENT_LINK
CASE_02355,CUST_02355,Kimberly Mitchell,999,FAILED,TIMEOUT,1,0.92,30,False,ESCALATE_HUMAN
CASE_02356,CUST_02356,Tina Jones,999,FAILED,CARD_DECLINED,2,0.33,10,False,SEND_PAYMENT_LINK
CASE_02357,CUST_02357,Meagan White,75000,ABANDONED,NONE,2,0.63,10,True,ESCALATE_HUMAN
CASE_02358,CUST_02358,Crystal Davenport,50000,FAILED,TIMEOUT,0,0.52,5,False,SEND_PAYMENT_LINK
CASE_02359,CUST_02359,Jason Harper,25000,ABANDONED,NONE,1,0.3,0,True,SEND_PAYMENT_LINK
CASE_02360,CUST_02360,Nancy Cortez,15000,ABANDONED,NONE,0,0.29,0,True,SEND_PAYMENT_LINK
CASE_02361,CUST_02361,Amber Lee,9999,FAILED,TIMEOUT,0,0.39,15,False,SEND_PAYMENT_LINK
CASE_02362,CUST_02362,Brandon Arnold,15000,FAILED,NETWORK_ERROR,0,0.73,45,False,ESCALATE_HUMAN
CASE_02363,CUST_02363,Kenneth Castro,2499,FAILED,INSUFFICIENT_FUNDS,0,0.66,0,False,SEND_PAYMENT_LINK
CASE_02364,CUST_02364,John Murphy,7999,FAILED,BANK_ERROR,2,0.57,0,False,RETRY_PAYMENT
CASE_02365,CUST_02365,Jacob Costa,1499,FAILED,CARD_DECLINED,0,0.38,5,False,SEND_PAYMENT_LINK
CASE_02366,CUST_02366,Kayla Lamb,7999,ABANDONED,NONE,0,0.9,0,True,SEND_PAYMENT_LINK
CASE_02367,CUST_02367,Timothy Martin,2499,FAILED,CARD_DECLINED,1,0.31,15,False,SEND_PAYMENT_LINK
CASE_02368,CUST_02368,Jorge West,499,FAILED,TIMEOUT,3,0.61,0,False,STOP
CASE_02369,CUST_02369,Mrs. Lisa Mays,50000,FAILED,INSUFFICIENT_FUNDS,2,0.23,0,False,SEND_PAYMENT_LINK
CASE_02370,CUST_02370,Russell Larsen,499,ABANDONED,NONE,0,0.65,20,True,SEND_PAYMENT_LINK
CASE_02371,CUST_02371,Eric Watson,50000,FAILED,BANK_ERROR,0,0.65,0,False,RETRY_PAYMENT
CASE_02372,CUST_02372,Teresa Foster,15000,ABANDONED,NONE,2,0.75,20,True,SEND_PAYMENT_LINK
CASE_02373,CUST_02373,Kenneth Baker,15000,FAILED,NETWORK_ERROR,2,0.48,30,False,ESCALATE_HUMAN
CASE_02374,CUST_02374,Glenn Webster DDS,15000,FAILED,NETWORK_ERROR,2,0.38,10,False,SEND_PAYMENT_LINK
CASE_02375,CUST_02375,Nicolas Martin,75000,FAILED,NETWORK_ERROR,2,0.91,15,False,ESCALATE_HUMAN
CASE_02376,CUST_02376,Angel Taylor,100000,FAILED,NETWORK_ERROR,2,0.32,30,False,ESCALATE_HUMAN
CASE_02377,CUST_02377,Brittany Riley,9999,FAILED,NETWORK_ERROR,1,0.87,15,False,RETRY_PAYMENT
CASE_02378,CUST_02378,Hayley Bishop,2499,ABANDONED,NONE,3,0.91,30,True,STOP
CASE_02379,CUST_02379,Susan Shepherd,100000,ABANDONED,NONE,3,0.96,30,True,STOP
CASE_02380,CUST_02380,Cheyenne Poole MD,7999,FAILED,INSUFFICIENT_FUNDS,3,0.31,45,False,STOP
CASE_02381,CUST_02381,Lisa Robles,2499,FAILED,BANK_ERROR,1,0.65,15,False,SEND_PAYMENT_LINK
CASE_02382,CUST_02382,Julia Maddox,25000,ABANDONED,NONE,2,0.72,5,True,SEND_PAYMENT_LINK
CASE_02383,CUST_02383,Brian Wilson,9999,FAILED,NETWORK_ERROR,0,0.63,30,False,ESCALATE_HUMAN
CASE_02384,CUST_02384,Mr. David Lawson,4999,ABANDONED,NONE,0,0.36,15,True,SEND_PAYMENT_LINK
CASE_02385,CUST_02385,Benjamin Bradford,25000,FAILED,NETWORK_ERROR,3,0.34,30,False,STOP
CASE_02386,CUST_02386,Thomas Garcia,499,FAILED,NETWORK_ERROR,1,0.42,0,False,SEND_PAYMENT_LINK
CASE_02387,CUST_02387,Lisa Juarez,75000,ABANDONED,NONE,1,0.32,15,True,ESCALATE_HUMAN
CASE_02388,CUST_02388,Cameron Hernandez,15000,FAILED,BANK_ERROR,3,0.45,45,False,STOP
CASE_02389,CUST_02389,Katie Dodson,100000,FAILED,TIMEOUT,0,0.27,0,False,ESCALATE_HUMAN
CASE_02390,CUST_02390,Ronald Williams,499,FAILED,TIMEOUT,2,0.95,15,False,RETRY_PAYMENT
CASE_02391,CUST_02391,Joseph Saunders,2499,FAILED,BANK_ERROR,2,0.87,15,False,RETRY_PAYMENT
CASE_02392,CUST_02392,Joanna Estes,50000,FAILED,CARD_DECLINED,3,0.58,0,False,STOP
CASE_02393,CUST_02393,Morgan Morgan,4999,FAILED,TIMEOUT,1,0.92,0,False,RETRY_PAYMENT
CASE_02394,CUST_02394,Kathleen Carter,1499,ABANDONED,NONE,0,0.63,20,True,SEND_PAYMENT_LINK
CASE_02395,CUST_02395,Diane White PhD,1499,ABANDONED,NONE,2,0.75,5,True,SEND_PAYMENT_LINK
CASE_02396,CUST_02396,Jamie Bennett,999,FAILED,NETWORK_ERROR,0,0.8,0,False,RETRY_PAYMENT
CASE_02397,CUST_02397,Jerry Henson,9999,ABANDONED,NONE,3,0.58,0,True,STOP
CASE_02398,CUST_02398,Jose Woodward,50000,FAILED,NETWORK_ERROR,1,0.56,0,False,SEND_PAYMENT_LINK
CASE_02399,CUST_02399,Jonathan Flores,75000,FAILED,INSUFFICIENT_FUNDS,0,0.91,0,False,ESCALATE_HUMAN
CASE_02400,CUST_02400,Brett Brown,1499,FAILED,CARD_DECLINED,2,0.74,0,False,SEND_PAYMENT_LINK
CASE_02401,CUST_02401,Christopher Wells,999,FAILED,INSUFFICIENT_FUNDS,2,0.77,0,False,SEND_PAYMENT_LINK
CASE_02402,CUST_02402,David Hansen,7999,ABANDONED,NONE,0,0.7,20,True,SEND_PAYMENT_LINK
CASE_02403,CUST_02403,Brian Pena,1499,FAILED,INSUFFICIENT_FUNDS,1,0.61,45,False,ESCALATE_HUMAN
CASE_02404,CUST_02404,Maria Freeman,499,ABANDONED,NONE,2,0.92,0,True,SEND_PAYMENT_LINK
CASE_02405,CUST_02405,Michael Love,75000,FAILED,INSUFFICIENT_FUNDS,2,0.56,20,False,ESCALATE_HUMAN
CASE_02406,CUST_02406,Michele Haynes,7999,FAILED,INSUFFICIENT_FUNDS,3,0.73,15,False,STOP
CASE_02407,CUST_02407,Joseph Trujillo,25000,FAILED,BANK_ERROR,0,0.79,0,False,RETRY_PAYMENT
CASE_02408,CUST_02408,Laura Bullock,4999,ABANDONED,NONE,1,0.92,20,True,SEND_PAYMENT_LINK
CASE_02409,CUST_02409,Timothy Rogers,9999,FAILED,INSUFFICIENT_FUNDS,3,0.47,45,False,STOP
CASE_02410,CUST_02410,Dylan Wright,9999,ABANDONED,NONE,2,0.31,15,True,SEND_PAYMENT_LINK
CASE_02411,CUST_02411,Julia Greer,100000,FAILED,CARD_DECLINED,1,0.59,10,False,ESCALATE_HUMAN
CASE_02412,CUST_02412,Benjamin Reyes,999,ABANDONED,NONE,0,0.84,15,True,SEND_PAYMENT_LINK
CASE_02413,CUST_02413,Tammy Ingram,25000,FAILED,TIMEOUT,1,0.84,0,False,RETRY_PAYMENT
CASE_02414,CUST_02414,Kelly Green,2499,FAILED,BANK_ERROR,2,0.25,5,False,SEND_PAYMENT_LINK
CASE_02415,CUST_02415,Adam Olsen,999,FAILED,TIMEOUT,0,0.79,15,False,RETRY_PAYMENT
CASE_02416,CUST_02416,Nicholas Fox,50000,FAILED,BANK_ERROR,3,0.7,15,False,STOP
CASE_02417,CUST_02417,Miguel Miller,75000,FAILED,CARD_DECLINED,0,0.24,0,False,ESCALATE_HUMAN
CASE_02418,CUST_02418,Misty Aguilar,2499,FAILED,BANK_ERROR,0,0.77,0,False,RETRY_PAYMENT
CASE_02419,CUST_02419,Lauren Torres,499,ABANDONED,NONE,1,0.37,0,True,SEND_PAYMENT_LINK
CASE_02420,CUST_02420,Morgan Smith MD,9999,FAILED,CARD_DECLINED,1,0.58,5,False,SEND_PAYMENT_LINK
CASE_02421,CUST_02421,Philip Flores,100000,ABANDONED,NONE,1,0.58,0,True,ESCALATE_HUMAN
CASE_02422,CUST_02422,Richard Holt,15000,FAILED,CARD_DECLINED,0,0.26,5,False,SEND_PAYMENT_LINK
CASE_02423,CUST_02423,David Jennings,4999,FAILED,CARD_DECLINED,1,0.76,0,False,SEND_PAYMENT_LINK
CASE_02424,CUST_02424,Arthur Cox,2499,FAILED,INSUFFICIENT_FUNDS,1,0.33,10,False,SEND_PAYMENT_LINK
CASE_02425,CUST_02425,Anita Williams,50000,ABANDONED,NONE,2,0.37,10,True,SEND_PAYMENT_LINK
CASE_02426,CUST_02426,Stephanie West,7999,FAILED,CARD_DECLINED,0,0.72,10,False,SEND_PAYMENT_LINK
CASE_02427,CUST_02427,Nicole Arroyo,4999,FAILED,TIMEOUT,0,0.25,15,False,SEND_PAYMENT_LINK
CASE_02428,CUST_02428,Brian Mills,100000,FAILED,CARD_DECLINED,3,0.26,30,False,STOP
CASE_02429,CUST_02429,Stephen Schmidt,499,FAILED,INSUFFICIENT_FUNDS,2,0.76,0,False,SEND_PAYMENT_LINK
CASE_02430,CUST_02430,Roberto Conner,50000,FAILED,INSUFFICIENT_FUNDS,3,0.49,30,False,STOP
CASE_02431,CUST_02431,Michael Wilkinson,7999,ABANDONED,NONE,2,0.81,15,True,SEND_PAYMENT_LINK
CASE_02432,CUST_02432,James Nelson,25000,FAILED,BANK_ERROR,1,0.23,15,False,SEND_PAYMENT_LINK
CASE_02433,CUST_02433,Mary Campos,9999,ABANDONED,NONE,3,0.46,20,True,STOP
CASE_02434,CUST_02434,Tracy Gonzales,15000,ABANDONED,NONE,3,0.32,20,True,STOP
CASE_02435,CUST_02435,Beverly Garcia,9999,FAILED,BANK_ERROR,2,0.51,0,False,RETRY_PAYMENT
CASE_02436,CUST_02436,Barbara Graham,499,ABANDONED,NONE,1,0.32,0,True,SEND_PAYMENT_LINK
CASE_02437,CUST_02437,Laurie Berry,2499,FAILED,TIMEOUT,3,0.58,10,False,STOP
CASE_02438,CUST_02438,Peter Williams,7999,FAILED,TIMEOUT,3,0.51,10,False,STOP
CASE_02439,CUST_02439,Melissa Smith,25000,FAILED,BANK_ERROR,1,0.59,30,False,ESCALATE_HUMAN
CASE_02440,CUST_02440,Gail Morrow,9999,ABANDONED,NONE,1,0.59,0,True,SEND_PAYMENT_LINK
CASE_02441,CUST_02441,Kayla Flores,7999,FAILED,TIMEOUT,2,0.76,10,False,RETRY_PAYMENT
CASE_02442,CUST_02442,Randy Chan,1499,FAILED,CARD_DECLINED,3,0.84,20,False,STOP
CASE_02443,CUST_02443,Cody Wright,15000,FAILED,INSUFFICIENT_FUNDS,1,0.47,10,False,SEND_PAYMENT_LINK
CASE_02444,CUST_02444,Jennifer Yates,75000,ABANDONED,NONE,0,0.68,45,True,ESCALATE_HUMAN
CASE_02445,CUST_02445,Paula Tran,4999,FAILED,INSUFFICIENT_FUNDS,1,0.5,30,False,ESCALATE_HUMAN
CASE_02446,CUST_02446,Laura Vincent,999,FAILED,NETWORK_ERROR,2,0.53,5,False,SEND_PAYMENT_LINK
CASE_02447,CUST_02447,Tracie West,100000,FAILED,INSUFFICIENT_FUNDS,3,0.83,45,False,STOP
CASE_02448,CUST_02448,Arthur Lewis,7999,FAILED,BANK_ERROR,1,0.97,5,False,RETRY_PAYMENT
CASE_02449,CUST_02449,Mary Allen,100000,FAILED,BANK_ERROR,3,0.65,0,False,STOP
CASE_02450,CUST_02450,Allison Watts,7999,FAILED,NETWORK_ERROR,1,0.7,0,False,RETRY_PAYMENT
CASE_02451,CUST_02451,Michael Williams,15000,FAILED,TIMEOUT,3,0.51,5,False,STOP
CASE_02452,CUST_02452,Kevin Gibson,4999,FAILED,INSUFFICIENT_FUNDS,0,0.58,5,False,SEND_PAYMENT_LINK
CASE_02453,CUST_02453,Zachary Ewing,75000,FAILED,INSUFFICIENT_FUNDS,2,0.86,30,False,ESCALATE_HUMAN
CASE_02454,CUST_02454,Benjamin Roberts,25000,FAILED,INSUFFICIENT_FUNDS,2,0.59,15,False,SEND_PAYMENT_LINK
CASE_02455,CUST_02455,Willie Olson,50000,FAILED,BANK_ERROR,0,0.44,0,False,SEND_PAYMENT_LINK
CASE_02456,CUST_02456,Michael Rodriguez,100000,FAILED,CARD_DECLINED,2,0.4,20,False,ESCALATE_HUMAN
CASE_02457,CUST_02457,Kendra Lewis,9999,FAILED,INSUFFICIENT_FUNDS,2,0.36,10,False,SEND_PAYMENT_LINK
CASE_02458,CUST_02458,Megan Martin,499,FAILED,NETWORK_ERROR,0,0.49,0,False,SEND_PAYMENT_LINK
CASE_02459,CUST_02459,Robert Adkins,15000,ABANDONED,NONE,1,0.68,15,True,SEND_PAYMENT_LINK
CASE_02460,CUST_02460,Stephanie Fitzpatrick,999,FAILED,NETWORK_ERROR,2,0.36,30,False,ESCALATE_HUMAN
CASE_02461,CUST_02461,Michael Reeves,4999,FAILED,CARD_DECLINED,1,0.46,0,False,SEND_PAYMENT_LINK
CASE_02462,CUST_02462,Jonathan Roberts,999,FAILED,INSUFFICIENT_FUNDS,3,0.5,15,False,STOP
CASE_02463,CUST_02463,James Leonard,100000,ABANDONED,NONE,0,0.7,15,True,ESCALATE_HUMAN
CASE_02464,CUST_02464,Teresa Alvarez,9999,FAILED,INSUFFICIENT_FUNDS,0,0.71,15,False,SEND_PAYMENT_LINK
CASE_02465,CUST_02465,Timothy Carney,50000,FAILED,CARD_DECLINED,0,0.78,0,False,SEND_PAYMENT_LINK
CASE_02466,CUST_02466,Jorge Harris,999,FAILED,BANK_ERROR,0,0.62,5,False,RETRY_PAYMENT
CASE_02467,CUST_02467,Julia White,7999,FAILED,INSUFFICIENT_FUNDS,0,0.53,0,False,SEND_PAYMENT_LINK
CASE_02468,CUST_02468,Jason Murphy,15000,ABANDONED,NONE,0,0.62,20,True,SEND_PAYMENT_LINK
CASE_02469,CUST_02469,Michael Clark,100000,FAILED,CARD_DECLINED,0,0.85,30,False,ESCALATE_HUMAN
CASE_02470,CUST_02470,Joshua Hart,1499,FAILED,INSUFFICIENT_FUNDS,1,0.39,45,False,ESCALATE_HUMAN
CASE_02471,CUST_02471,Jennifer Weiss MD,499,FAILED,BANK_ERROR,3,0.23,5,False,STOP
CASE_02472,CUST_02472,George Luna,2499,FAILED,BANK_ERROR,2,0.46,20,False,SEND_PAYMENT_LINK
CASE_02473,CUST_02473,Timothy Peters,499,FAILED,NETWORK_ERROR,0,0.74,20,False,RETRY_PAYMENT
CASE_02474,CUST_02474,Alison Lopez,499,FAILED,CARD_DECLINED,0,0.37,30,False,ESCALATE_HUMAN
CASE_02475,CUST_02475,Victoria Martin,499,FAILED,TIMEOUT,2,0.61,0,False,RETRY_PAYMENT
CASE_02476,CUST_02476,John Ruiz,1499,FAILED,CARD_DECLINED,2,0.41,15,False,SEND_PAYMENT_LINK
CASE_02477,CUST_02477,Christopher Rhodes,25000,ABANDONED,NONE,1,0.87,10,True,SEND_PAYMENT_LINK
CASE_02478,CUST_02478,David Douglas,7999,FAILED,INSUFFICIENT_FUNDS,2,0.51,10,False,SEND_PAYMENT_LINK
CASE_02479,CUST_02479,Bonnie Lopez,15000,FAILED,NETWORK_ERROR,3,0.36,0,False,STOP
CASE_02480,CUST_02480,Heather Fox,499,ABANDONED,NONE,0,0.79,5,True,SEND_PAYMENT_LINK
CASE_02481,CUST_02481,Jenny Smith,2499,FAILED,BANK_ERROR,2,0.49,0,False,SEND_PAYMENT_LINK
CASE_02482,CUST_02482,Kathleen Lopez,75000,FAILED,CARD_DECLINED,2,0.37,0,False,ESCALATE_HUMAN
CASE_02483,CUST_02483,Bernard Lewis,4999,FAILED,BANK_ERROR,1,0.89,5,False,RETRY_PAYMENT
CASE_02484,CUST_02484,Amanda Thomas,15000,ABANDONED,NONE,2,0.57,20,True,SEND_PAYMENT_LINK
CASE_02485,CUST_02485,Jerome Garcia,50000,FAILED,NETWORK_ERROR,3,0.65,10,False,STOP
CASE_02486,CUST_02486,Nathan Rodriguez,75000,FAILED,TIMEOUT,0,0.91,0,False,ESCALATE_HUMAN
CASE_02487,CUST_02487,Anthony Haney,50000,FAILED,TIMEOUT,2,0.94,10,False,RETRY_PAYMENT
CASE_02488,CUST_02488,Daniel Pierce MD,15000,ABANDONED,NONE,1,0.28,15,True,SEND_PAYMENT_LINK
CASE_02489,CUST_02489,Tyler Bernard,2499,FAILED,NETWORK_ERROR,2,0.26,20,False,SEND_PAYMENT_LINK
CASE_02490,CUST_02490,Clinton Rodriguez DDS,75000,FAILED,INSUFFICIENT_FUNDS,0,0.92,10,False,ESCALATE_HUMAN
CASE_02491,CUST_02491,Amanda Moore,1499,FAILED,NETWORK_ERROR,1,0.3,0,False,SEND_PAYMENT_LINK
CASE_02492,CUST_02492,Michael Greene,15000,FAILED,TIMEOUT,0,0.27,5,False,SEND_PAYMENT_LINK
CASE_02493,CUST_02493,Sheila Gallegos,15000,FAILED,INSUFFICIENT_FUNDS,0,0.76,30,False,ESCALATE_HUMAN
CASE_02494,CUST_02494,Laurie Smith,999,FAILED,BANK_ERROR,0,0.52,20,False,RETRY_PAYMENT
CASE_02495,CUST_02495,Steven Moran,15000,ABANDONED,NONE,3,0.53,0,True,STOP
